PLAYER,NATION,POS,SQUAD,COMP,AGE,BORN,NINETIES_PLAYED,TOUCHES,TOUCHES_DEF_PEN,TOUCHES_DEF_3RD,TOUCHES_MID_3RD,TOUCHES_ATT_3RD,TOUCHES_ATT_PEN,LIVE_TOUCHES,TAKE_ONS_ATT,TAKE_ONS_SUCC,TAKE_ONS_SUCC_PCT,TAKE_ONS_TKLD,TAKE_ONS_TKLD_PCT,CARRIES,TOT_DIST,PRG_DIST,PRG_CARRIES,CARRIES_FINAL_THIRD,CARRIES_PEN_AREA,MISCONTROL,DISSPOSSESSED,PASSES_RECEIVED,PRG_PASSES_RECEIVED
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,22,2002,27.3,1887,105,630,936,336,20,1887,37,8,21.6,26,70.3,847,3104,1502,26,20,0,34,12,979,53
Julian Araujo,MEX,DF,Bournemouth,Premier League,22,2001,5.5,275,20,90,136,55,2,275,1,0,0.0,1,100.0,126,482,258,4,3,0,5,2,149,22
Ronald Araújo,URU,DF,Barcelona,La Liga,25,1999,8.4,798,33,227,542,32,9,798,1,0,0.0,1,100.0,515,2800,1731,6,4,0,2,1,596,3
Cameron Archer,ENG,FW,Southampton,Premier League,23,2001,16.0,398,16,69,179,154,52,397,37,15,40.5,20,54.1,226,1182,564,22,10,14,40,26,274,66
Carlens Arcus,HAI,DF,Angers,Ligue 1,28,1996,22.7,1249,85,433,556,271,11,1249,18,8,44.4,9,50.0,566,2635,1284,39,22,2,18,14,686,79
Alphonse Areola,FRA,GK,West Ham,Premier League,31,1993,25.1,1049,833,1038,12,0,0,1049,0,0,,0,,601,2480,1348,0,0,0,0,0,555,0
Adu Ares,ESP,FW,Athletic Club,La Liga,22,2001,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2
Jesús Areso,ESP,DF,Osasuna,La Liga,25,1999,34.2,1902,104,423,767,730,23,1902,64,24,37.5,32,50.0,904,5490,2869,101,66,9,62,29,1075,203
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
David Argüelles,ESP,MF,Getafe,La Liga,22,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0
Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28,1996,22.4,1271,52,313,670,299,44,1271,49,21,42.9,22,44.9,745,4068,2021,36,29,12,27,19,925,65
Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,27,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79
Harrison Armstrong,ENG,MF,Everton,Premier League,17,2007,0.5,20,0,3,12,7,2,20,1,1,100.0,0,0.0,15,110,43,1,2,0,2,3,14,0
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29,1995,1.5,117,4,17,44,58,11,117,5,1,20.0,2,40.0,55,296,171,6,2,3,5,5,59,20
Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,21,2003,19.5,1136,15,111,502,533,77,1136,49,27,55.1,21,42.9,715,4265,2002,52,45,11,42,13,872,143
Marko Arnautović,AUT,FW,Inter,Serie A,35,1989,6.1,198,1,6,64,128,39,198,3,2,66.7,1,33.3,99,364,119,4,3,2,13,3,155,61
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,30,1994,26.2,1576,86,356,927,308,7,1576,6,1,16.7,3,50.0,787,3069,1200,9,11,0,18,11,885,16
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24,2000,7.9,303,9,43,115,151,28,301,32,14,43.8,16,50.0,158,929,344,14,10,3,34,16,179,66
Sergio Arribas,ESP,DF,Betis,La Liga,21,2003,1.0,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4
Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29,1994,31.0,1087,800,1057,29,1,1,1087,1,1,100.0,0,0.0,621,3129,1797,0,0,0,0,0,486,0
Arthur,BRA,DF,Leverkusen,Bundesliga,21,2003,8.4,508,15,119,220,173,13,508,24,5,20.8,19,79.2,242,1264,698,15,14,2,13,6,309,53
Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29,1994,11.7,356,8,53,141,169,53,356,25,6,24.0,16,64.0,207,1312,589,28,12,12,27,12,226,76
Raúl Asencio,ESP,DF,Real Madrid,La Liga,21,2003,18.6,1149,156,623,501,37,11,1149,9,6,66.7,0,0.0,720,3559,1874,5,5,1,5,6,807,4
Marco Asensio,ESP,MF,Aston Villa,Premier League,28,1996,8.3,386,6,38,158,200,30,384,19,12,63.2,5,26.3,242,1466,682,22,21,5,9,8,265,38
Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28,1996,6.9,377,2,20,180,182,40,377,8,4,50.0,3,37.5,260,1292,596,19,13,9,3,5,324,49
Kristjan Asllani,ALB,MF,Inter,Serie A,22,2002,11.0,1061,25,258,638,167,9,1059,6,1,16.7,4,66.7,700,3112,1231,7,14,1,5,2,859,20
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36,1987,19.4,1038,4,75,510,466,67,1032,27,15,55.6,8,29.6,724,3480,1573,50,39,15,35,20,876,143
Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20,2003,15.6,831,11,69,319,453,48,831,64,29,45.3,25,39.1,534,3762,1860,72,37,29,45,17,607,140
Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24,2000,26.2,1638,66,347,706,596,80,1638,77,28,36.4,47,61.0,807,5281,3034,98,72,26,56,34,1006,206
Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19,2005,1.1,77,2,12,39,27,7,77,6,3,50.0,3,50.0,48,309,154,4,2,2,7,3,49,15
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18,2005,31.7,1433,115,457,760,234,54,1433,48,14,29.2,29,60.4,735,4761,2212,41,35,8,57,23,889,38
Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21,2003,13.9,813,21,125,417,289,39,813,61,27,44.3,30,49.2,515,3228,1219,31,31,10,34,22,593,77
Noah Atubolu,GER,GK,Freiburg,Bundesliga,22,2002,25.6,1198,918,1188,11,0,0,1198,0,0,,0,,680,3599,1803,0,0,0,0,0,680,0
Emil Audero,IDN,GK,Como,Serie A,27,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Tommaso Augello,ITA,DF,Cagliari,Serie A,29,1994,30.1,1902,103,657,697,569,12,1902,43,24,55.8,18,41.9,882,4179,2239,58,37,3,27,18,1020,113
Carlos Augusto,BRA,DF,Inter,Serie A,25,1999,18.8,1413,88,466,678,280,43,1413,12,7,58.3,5,41.7,837,4189,1960,31,26,4,18,13,997,83
Yann Aurel Bisseck,GER,DF,Inter,Serie A,23,2000,18.3,1465,122,509,778,181,43,1465,15,3,20.0,10,66.7,998,5759,2687,32,27,3,16,7,1136,44
Brandon Austin,ENG,GK,Tottenham,Premier League,25,1999,1.0,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0
Ezequiel Ávila,ARG,FW,Betis,La Liga,30,1994,7.5,323,7,34,131,163,34,323,11,5,45.5,5,45.5,173,767,334,12,7,4,23,7,216,48
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26,1997,4.6,167,5,16,78,74,21,167,9,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20
Yasin Ayari,SWE,MF,Brighton,Premier League,20,2003,21.8,1233,58,275,624,354,45,1233,45,18,40.0,18,40.0,655,3244,1466,30,25,6,38,22,801,61
Florian Ayé,FRA,FW,Auxerre,Ligue 1,27,1997,6.4,187,5,18,93,76,20,187,2,2,100.0,0,0.0,89,479,147,5,6,3,19,6,127,30
André Ayew,GHA,FW,Le Havre,Ligue 1,34,1989,16.1,378,21,44,207,134,40,378,13,5,38.5,7,53.8,159,641,164,5,3,3,26,26,226,43
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32,1991,0.2,12,0,0,7,5,1,12,0,0,,0,,6,25,12,0,0,0,0,1,9,1
Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32,1991,18.2,798,21,103,407,312,55,797,64,26,40.6,32,50.0,479,3374,1540,49,37,11,63,40,540,86
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,23,2001,17.6,1196,54,272,653,281,25,1193,21,5,23.8,11,52.4,582,2674,1014,11,13,2,25,21,761,29
Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23,2001,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1
Adam Aznou,MAR,DF,Valladolid,La Liga,18,2006,9.7,508,39,191,241,89,12,508,41,19,46.3,15,36.6,219,1349,804,16,6,3,28,12,228,26
Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18,2006,0.2,18,1,1,7,11,0,18,0,0,,0,,12,40,16,0,2,0,0,0,14,2
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34,1989,9.7,759,41,232,393,137,11,759,2,1,50.0,1,50.0,432,1914,1318,13,18,1,8,1,516,20
Paulo Azzi,BRA,DF,Cagliari,Serie A,30,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23,2001,0.2,20,0,3,15,2,0,20,0,0,,0,,14,81,20,0,0,0,0,0,18,0
Papa Ba,ESP,MF,Girona,La Liga,19,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2
Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24,2000,13.2,428,4,46,145,252,53,428,37,11,29.7,21,56.8,273,1708,871,36,17,14,28,18,300,122
Jacopo Bacci,ITA,MF,Empoli,Serie A,19,2005,0.3,14,1,4,10,0,0,14,0,0,,0,,5,25,1,0,0,0,0,0,5,0
Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21,2002,1.0,43,0,2,18,25,2,43,9,2,22.2,6,66.7,30,207,129,2,4,0,5,3,29,5
Loïc Bade,FRA,DF,Sevilla,La Liga,24,2000,29.8,2135,284,1298,799,54,20,2135,22,17,77.3,2,9.1,1173,5710,2853,11,10,1,17,8,1463,6
Milan Badelj,CRO,MF,Genoa,Serie A,35,1989,16.4,1014,58,268,623,129,13,1014,20,9,45.0,9,45.0,499,1952,803,8,8,2,19,11,658,14
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23,2001,3.7,336,31,138,186,13,0,336,1,0,0.0,1,100.0,177,660,340,3,5,0,1,0,247,2
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,2001,28.8,1569,23,209,634,762,89,1568,56,21,37.5,27,48.2,895,5493,3201,91,93,15,42,32,1044,154
Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1
Juma Bah,SLE,DF,Lens,Ligue 1,18,2006,7.6,480,81,270,199,12,6,480,3,3,100.0,0,0.0,265,987,345,3,2,0,4,3,279,1
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26,1997,12.7,545,18,77,155,323,70,545,57,22,38.6,24,42.1,348,2582,1371,58,23,34,35,25,390,121
Eric Bailly,CIV,DF,Villarreal,La Liga,30,1994,6.9,394,57,196,186,13,5,394,3,3,100.0,0,0.0,200,1048,519,1,4,0,6,1,251,0
Theo Bair,CAN,FW,Auxerre,Ligue 1,24,1999,10.4,306,11,27,133,147,50,306,8,2,25.0,6,75.0,143,644,288,15,4,9,18,7,218,42
Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19,2004,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9
Cédric Bakambu,COD,FW,Betis,La Liga,33,1991,7.9,226,6,16,97,115,33,226,7,1,14.3,5,71.4,113,505,274,9,4,7,28,11,157,43
Mitchel Bakker,NED,MF,Atalanta,Serie A,24,2000,0.2,10,0,2,5,3,0,10,0,0,,0,,6,23,15,0,0,0,0,0,7,1
Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24,2000,12.7,758,12,101,328,334,32,758,21,11,52.4,9,42.9,439,2124,1132,43,20,7,18,11,547,120
Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16,2007,0.2,15,0,4,6,5,0,15,1,0,0.0,1,100.0,9,49,23,0,1,0,0,1,14,0
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13.0,646,15,112,307,234,34,646,20,9,45.0,10,50.0,352,1626,643,16,9,8,15,10,391,78
Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,796,32,151,356,295,32,796,24,16,66.7,6,25.0,383,1742,863,21,17,3,26,14,503,97
Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21,2002,27.7,1420,21,170,588,685,79,1420,127,50,39.4,65,51.2,890,5928,2934,107,70,42,60,34,1046,249
Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21,2003,9.2,472,5,43,191,248,38,472,39,17,43.6,21,53.8,292,1963,994,39,31,10,16,9,335,57
Alejandro Balde,ESP,DF,Barcelona,La Liga,20,2003,25.4,1721,38,310,843,596,47,1721,110,46,41.8,44,40.0,1075,6639,3463,107,68,16,44,27,1245,246
Keita Baldé,SEN,FW,Monza,Serie A,29,1995,7.1,289,0,17,163,111,17,289,16,5,31.3,8,50.0,216,1250,631,19,15,2,20,15,255,29
Carlos Baleba,CMR,MF,Brighton,Premier League,20,2004,29.6,1697,94,410,994,339,12,1697,57,33,57.9,20,35.1,971,5692,2810,43,45,3,39,42,1035,29
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25,1999,25.3,2767,209,1085,1623,78,21,2767,32,22,68.8,10,31.3,1752,7762,4916,13,15,2,20,13,2183,5
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32,1992,13.3,762,42,262,340,166,10,762,6,3,50.0,1,16.7,326,1014,441,8,6,2,12,2,379,21
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27,1997,6.5,377,19,138,186,59,1,377,14,5,35.7,7,50.0,163,963,547,15,8,0,8,10,201,14
Botond Balogh,HUN,DF,Parma,Serie A,22,2002,22.8,1228,250,731,476,25,8,1228,0,0,,0,,621,2737,1401,7,3,0,9,1,725,1
Folarin Balogun,USA,FW,Monaco,Ligue 1,23,2001,6.8,220,0,6,91,126,51,220,18,4,22.2,12,66.7,143,889,408,21,12,12,33,13,178,73
Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33,1990,0.7,23,1,4,7,12,1,23,0,0,,0,,10,46,23,0,1,0,1,0,16,5
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34,1990,16.8,743,90,411,308,26,3,743,2,2,100.0,0,0.0,408,1532,641,1,2,0,3,4,468,3
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71
Mohamed Bamba,CIV,MF,Reims,Ligue 1,19,2004,0.1,22,1,8,12,2,0,22,0,0,,0,,14,38,18,0,1,0,0,0,17,0
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20,2004,0.3,31,0,2,11,19,1,31,4,1,25.0,3,75.0,20,134,69,3,2,1,3,0,22,8
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23,2001,6.8,252,5,39,100,120,21,252,28,10,35.7,14,50.0,169,1620,859,27,10,17,17,9,171,46
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24,2000,4.5,266,12,75,171,24,0,266,1,1,100.0,0,0.0,148,750,352,1,2,0,4,6,167,4
Mattia Bani,ITA,DF,Genoa,Serie A,30,1993,16.7,1048,180,689,340,24,10,1048,5,2,40.0,0,0.0,558,2317,1013,6,1,0,4,3,699,3
Noahkai Banks,USA,DF,Augsburg,Bundesliga,17,2006,3.1,229,23,94,124,14,2,229,1,0,0.0,1,100.0,123,580,253,2,5,0,2,1,129,3
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22,2001,1.3,48,2,11,12,26,6,48,7,2,28.6,3,42.9,24,151,63,3,1,3,0,2,28,8
Adrian Baquerin,ESP,FW,Valladolid,La Liga,17,2007,0.5,18,1,2,8,8,3,18,2,0,0.0,1,50.0,10,21,4,0,0,0,1,1,11,0
Antonín Barák,CZE,MF,Fiorentina,Serie A,29,1994,0.6,25,1,2,11,12,3,25,1,0,0.0,1,100.0,20,117,35,2,1,0,1,0,20,5
Federico Barba,ITA,DF,Como,Serie A,30,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20,2004,3.2,236,4,45,92,100,3,236,13,3,23.1,9,69.2,124,546,254,4,4,0,6,4,142,13
Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20,2004,12.9,928,48,302,443,193,15,928,20,9,45.0,10,50.0,513,2052,1117,20,28,2,22,10,632,55
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,24.2,1278,13,84,393,814,214,1278,137,34,24.8,94,68.6,855,5835,3505,137,65,95,64,20,1019,374
Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23,2000,21.5,1436,88,470,684,302,36,1436,49,22,44.9,26,53.1,778,4599,2686,53,36,10,28,15,858,95
Nicolò Barella,ITA,MF,Inter,Serie A,27,1997,27.7,2064,43,332,1121,634,42,2064,57,23,40.4,27,47.4,1393,6866,3158,63,47,8,29,42,1612,133
Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23,2000,0.6,49,3,10,32,8,2,49,2,1,50.0,1,50.0,27,136,31,1,0,0,0,1,33,0
Borna Barišić,CRO,DF,Leganés,La Liga,31,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0
Téo Barisic,FRA,DF,Lyon,Ligue 1,19,2004,0.0,2,1,2,0,0,0,2,0,0,,0,,1,0,0,0,0,0,0,0,1,0
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,27,1997,3.5,167,1,24,46,98,17,167,16,7,43.8,8,50.0,102,831,384,22,9,5,16,5,111,39
Ross Barkley,ENG,MF,Aston Villa,Premier League,30,1993,6.5,464,17,75,275,121,19,464,16,12,75.0,4,25.0,277,1560,733,15,15,2,7,8,328,10
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26,1998,0.8,47,2,9,22,17,1,47,3,0,0.0,2,66.7,22,139,75,2,0,0,0,0,29,6
Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26,1997,19.5,810,17,97,257,462,128,810,64,24,37.5,33,51.6,561,4196,2467,93,48,47,33,23,647,192
Enzo Barrenechea,ARG,MF,Valencia,La Liga,23,2001,24.3,1601,68,378,1038,198,14,1601,31,11,35.5,15,48.4,762,3275,1515,21,17,0,23,18,1068,16
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22,2001,14.0,751,11,102,263,402,63,751,69,26,37.7,40,58.0,470,2996,1239,43,26,19,47,26,522,152
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21,2003,25.9,1784,51,415,1001,378,29,1784,42,25,59.5,14,33.3,1119,5204,2315,29,35,6,49,23,1308,69
Thierno Barry,FRA,FW,Villarreal,La Liga,21,2002,25.8,624,22,44,246,346,126,623,50,18,36.0,25,50.0,347,2237,1041,44,35,25,86,27,485,124
Davide Bartesaghi,ITA,DF,Milan,Serie A,18,2005,1.3,89,2,14,36,40,2,89,2,0,0.0,2,100.0,55,228,121,2,3,0,0,1,61,17
Marc Bartra,ESP,DF,Betis,La Liga,33,1991,23.3,1483,219,862,561,70,18,1483,15,7,46.7,8,53.3,804,3902,2534,7,15,1,12,5,903,1
Federico Baschirotto,ITA,DF,Lecce,Serie A,27,1996,38.0,2043,370,1242,736,73,36,2043,5,4,80.0,0,0.0,940,4670,2500,13,9,0,13,1,1157,5
Daniele Baselli,ITA,MF,Como,Serie A,32,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0
Calvin Bassey,NGA,DF,Fulham,Premier League,24,1999,34.2,2463,324,1205,1151,132,19,2463,33,15,45.5,11,33.3,1571,8212,4940,39,20,5,34,8,1716,15
Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0
Alessandro Bastoni,ITA,DF,Inter,Serie A,25,1999,26.7,2446,196,824,1181,454,28,2446,16,7,43.8,5,31.3,1633,8290,4995,62,72,5,26,5,1815,83
Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28,1996,32.0,1260,1034,1245,15,0,0,1260,6,6,100.0,0,0.0,769,3644,2275,0,0,0,1,0,628,0
Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,30,1993,3.3,101,1,8,57,37,14,101,7,2,28.6,5,71.4,60,319,103,3,2,2,11,1,67,15
Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28,1996,22.4,1476,198,784,672,24,9,1476,9,6,66.7,2,22.2,790,4214,2345,11,2,0,6,2,974,1
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24,2000,7.3,422,45,177,222,24,3,422,0,0,,0,,216,991,539,4,4,0,6,2,260,7
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34,1990,28.0,1147,901,1123,25,0,0,1147,1,1,100.0,0,0.0,678,3213,1803,0,0,0,0,0,574,0
Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,24,1999,17.9,910,49,167,451,311,65,910,42,17,40.5,19,45.2,438,2576,1434,37,35,7,47,31,575,95
Rafael Bauza,ESP,MF,Espanyol,La Liga,19,2005,2.0,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3
Altay Bayındır,TUR,GK,Manchester Utd,Premier League,26,1998,4.0,168,145,166,2,0,0,168,0,0,,0,,110,432,196,0,0,0,0,0,103,0
Ihlas Bebou,TOG,MF,Hoffenheim,Bundesliga,30,1994,0.1,5,0,0,2,3,1,5,0,0,,0,,4,6,1,0,0,0,1,0,5,0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,27,1997,17.8,962,23,184,502,296,53,962,75,40,53.3,30,40.0,553,3077,1192,37,17,11,42,26,584,83
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29,1995,11.1,384,10,41,113,236,36,384,11,4,36.4,4,36.4,242,1882,1038,51,16,14,17,4,300,110
Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27,1997,27.2,1325,135,682,519,142,28,1325,26,12,46.2,14,53.8,588,3394,1709,28,26,1,28,10,684,38
Jan Bednarek,POL,DF,Southampton,Premier League,28,1996,28.1,2049,386,1091,924,41,15,2049,3,3,100.0,0,0.0,1046,3845,1742,5,5,1,9,3,1307,2
Donny van de Beek,NED,MF,Girona,La Liga,27,1997,15.8,580,14,113,246,230,61,580,13,6,46.2,7,53.8,281,1412,588,17,15,2,13,15,387,85
Hannes Behrens,GER,DF,Hoffenheim,Bundesliga,,,0.3,27,0,2,11,14,2,27,1,1,100.0,0,0.0,13,59,25,0,1,0,2,0,13,7
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33,1991,1.9,106,2,7,45,54,16,106,1,0,0.0,1,100.0,41,165,80,2,1,1,10,1,81,18
Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,21,2002,17.7,618,16,73,245,308,88,618,51,22,43.1,27,52.9,338,1481,748,24,12,9,39,26,423,124
Luken Beitia,ESP,DF,Real Sociedad,La Liga,20,2004,0.1,7,2,6,1,0,0,7,0,0,,0,,6,12,1,0,0,0,0,0,5,0
Ismael Bekhoucha,MAR,"MF,DF",Getafe,La Liga,19,2004,0.8,35,7,14,13,9,0,35,3,2,66.7,1,33.3,16,71,35,1,0,0,2,0,16,1
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20,2004,18.4,884,49,251,526,126,8,884,52,33,63.5,17,32.7,551,3272,1498,22,17,5,34,21,591,13
Reda Belahyane,MAR,MF,Lazio,Serie A,20,2004,2.2,118,11,45,66,10,0,118,6,3,50.0,2,33.3,76,378,215,4,1,0,6,2,82,1
Haris Belkebla,ALG,MF,Angers,Ligue 1,30,1994,19.9,1064,67,332,630,115,6,1064,22,9,40.9,10,45.5,558,2613,1056,8,15,1,27,10,686,15
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22,2002,16.9,702,46,236,347,130,18,702,15,2,13.3,12,80.0,343,1717,728,17,7,2,31,14,403,31
Stefan Bell,GER,DF,Mainz 05,Bundesliga,32,1991,16.0,952,129,514,402,41,30,952,6,2,33.3,3,50.0,415,1963,991,8,1,1,13,4,484,5
Armel Bella Kotchap,GER,DF,Southampton,Premier League,22,2001,3.7,263,33,147,115,3,1,263,1,0,0.0,1,100.0,186,936,326,0,0,0,1,0,192,0
Raoul Bellanova,ITA,DF,Torino,Serie A,24,2000,1.0,51,5,19,19,13,1,51,1,0,0.0,1,100.0,34,228,127,4,3,0,1,0,33,5
Raoul Bellanova,ITA,DF,Atalanta,Serie A,24,2000,26.7,1469,46,334,582,570,48,1469,48,21,43.8,23,47.9,822,5166,2770,83,51,8,29,11,940,191
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,26,1998,18.6,843,24,148,394,318,48,843,61,14,23.0,31,50.8,528,3269,1573,52,38,11,42,29,592,89
Héctor Bellerín,ESP,DF,Betis,La Liga,29,1995,6.4,384,25,122,190,73,11,384,8,6,75.0,2,25.0,212,729,344,3,4,0,6,1,242,22
Jude Bellingham,ENG,MF,Real Madrid,La Liga,21,2003,27.6,1881,32,239,910,752,110,1879,75,41,54.7,28,37.3,1229,6054,2818,74,61,14,54,43,1542,143
Jeanuël Belocian,FRA,"DF,MF",Leverkusen,Bundesliga,19,2005,0.8,44,2,9,20,15,1,44,1,1,100.0,0,0.0,16,89,39,0,2,0,2,0,32,1
